texte_normalise,texte,categorie_id,categorie_label
proposition de loi visant à encadrer les regroupements pédagogiques intercommunaux afin de garantir l'égalité d'accès à l'école en milieu rural,proposition de loi visant à encadrer les regroupements pédagogiques intercommunaux afin de garantir l'égalité d'accès à l'école en milieu rural,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
"proposition de loi visant à encourager, à faciliter et à sécuriser l'exercice du mandat d'élu local","proposition de loi visant à encourager, à faciliter et à sécuriser l'exercice du mandat d'élu local",institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à endiguer le prolifération du frelon asiatique et à préserver la filière apicole,proposition de loi visant à endiguer le prolifération du frelon asiatique et à préserver la filière apicole,agriculture_alimentation,Agriculture & alimentation
"proposition de loi visant à exercer l'accès à l'emploi, à pérenniser et à étendre progressivement l'expérimentation « territoires zéro chômeur de longue durée » comme solution de retour à l'emploi pour les personnes privées durablement d'emploi","proposition de loi visant à exercer l’accès à l’emploi, à pérenniser et à étendre progressivement l’expérimentation « territoires zéro chômeur de longue durée » comme solution de retour à l’emploi pour les personnes privées durablement d’emploi",travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à faciliter la transformation des bureaux et autres bâtiments en logements,proposition de loi visant à faciliter la transformation des bureaux et autres bâtiments en logements,logement_urbanisme,Logement & urbanisme
proposition de loi visant à faciliter le maintien en rétention des personnes condamnées pour des faits d'une particulière gravité et présentant de forts risques de récidive,proposition de loi visant à faciliter le maintien en rétention des personnes condamnées pour des faits d’une particulière gravité et présentant de forts risques de récidive,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à faire exécuter les peines d'emprisonnement ferme,proposition de loi visant à faire exécuter les peines d’emprisonnement ferme,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à garantir l'information et la protection effective des victimes de violences sexistes et sexuelles lors de la libération de leur agresseur,proposition de loi visant à garantir l'information et la protection effective des victimes de violences sexistes et sexuelles lors de la libération de leur agresseur,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à garantir l'interdiction de la vaisselle en plastique dans la restauration collective accueillant du jeune public et liée à la petite enfance,proposition de loi visant à garantir l'interdiction de la vaisselle en plastique dans la restauration collective accueillant du jeune public et liée à la petite enfance,ecologie_energie_climat,"Écologie, énergie & climat"
proposition de loi visant à garantir l'égal accès de tous à l'accompagnement et aux soins palliatifs,proposition de loi visant à garantir l'égal accès de tous à l'accompagnement et aux soins palliatifs,sante_fin_de_vie,Santé & fin de vie
"proposition de loi visant à garantir la gratuité des parkings des hôpitaux publics pour les patients, les visiteurs et les personnels sur leur temps de travail","proposition de loi visant à garantir la gratuité des parkings des hôpitaux publics pour les patients, les visiteurs et les personnels sur leur temps de travail",sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à garantir le bénéfice des prestations familiales aux enfants placés,proposition de loi visant à garantir le bénéfice des prestations familiales aux enfants placés,solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à garantir le droit de visite des parlementaires et des bâtonniers dans les lieux de privation de liberté,proposition de loi visant à garantir le droit de visite des parlementaires et des bâtonniers dans les lieux de privation de liberté,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"proposition de loi visant à garantir un cadre fiscal stable, juste et lisible pour nos micro-entrepreneurs et nos petites entreprises","proposition de loi visant à garantir un cadre fiscal stable, juste et lisible pour nos micro-entrepreneurs et nos petites entreprises",finances_fiscalite,Finances publiques & fiscalité
proposition de loi visant à garantir un renouvellement automatique des titres de séjour de longue durée,proposition de loi visant à garantir un renouvellement automatique des titres de séjour de longue durée,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité","proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité",institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à instaurer un dispositif de sanction contraventionnelle pour prévenir le développement des vignes non cultivées qui représentent une menace sanitaire pour l'ensemble du vignoble français,proposition de loi visant à instaurer un dispositif de sanction contraventionnelle pour prévenir le développement des vignes non cultivées qui représentent une menace sanitaire pour l'ensemble du vignoble français,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à instaurer une procédure simplifiée de recouvrement des créances commerciales incontestées,proposition de loi visant à instaurer une procédure simplifiée de recouvrement des créances commerciales incontestées,travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à interdire les dispositifs électroniques de vapotage à usage unique,proposition de loi visant à interdire les dispositifs électroniques de vapotage à usage unique,sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à interdire les sucres ajoutés dans les aliments destinés aux nourissons et aux enfants en bas âge,proposition de loi visant à interdire les sucres ajoutés dans les aliments destinés aux nourissons et aux enfants en bas âge,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à l'extension de la possibilité de préemption de baux commerciaux dans les mairies aux sociétés civiles immobilières,proposition de loi visant à l'extension de la possibilité de préemption de baux commerciaux dans les mairies aux sociétés civiles immobilières,logement_urbanisme,Logement & urbanisme
proposition de loi visant à la création d'un centre hospitalier universitaire en corse,proposition de loi visant à la création d'un centre hospitalier universitaire en Corse,sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à la nationalisation d'arcelormittal france afin de préserver la souveraineté industrielle de la france,proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France,travail_economie_entreprises,"Travail, économie & entreprises"
"proposition de loi visant à lever dans les territoires d'outre-mer l'interdiction de recherche, d'exploration et d'exploitation des hydrocarbures","proposition de loi visant à lever dans les territoires d'outre-mer l'interdiction de recherche, d'exploration et d'exploitation des hydrocarbures",ecologie_energie_climat,"Écologie, énergie & climat"
proposition de loi visant à lever les contraintes à l'exercice du métier d'agriculteur,proposition de loi visant à lever les contraintes à l'exercice du métier d'agriculteur,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à lutter contre la disparition des terres agricoles et renforcer la régulation des prix du foncier agricole,proposition de loi visant à lutter contre la disparition des terres agricoles et renforcer la régulation des prix du foncier agricole,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à lutter contre la mortalité infantile,proposition de loi visant à lutter contre la mortalité infantile,sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à lutter contre la pédocriminalité,proposition de loi visant à lutter contre la pédocriminalité,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"proposition de loi visant à lutter contre les déserts médicaux, d'initiative transpartisane","proposition de loi visant à lutter contre les déserts médicaux, d'initiative transpartisane",sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à lutter contre les fermetures abusives de comptes bancaires,proposition de loi visant à lutter contre les fermetures abusives de comptes bancaires,travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à lutter contre les pannes d'ascenceur non prises en charge,proposition de loi visant à lutter contre les pannes d'ascenceur non prises en charge,logement_urbanisme,Logement & urbanisme
"proposition de loi visant à mettre en place un programme de soutien à l'innovation thérapeutique contre les cancers, les maladies rares et les maladies orphelines de l'enfant","proposition de loi visant à mettre en place un programme de soutien à l'innovation thérapeutique contre les cancers, les maladies rares et les maladies orphelines de l'enfant",sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à mettre en place un registre national des cancers,proposition de loi visant à mettre en place un registre national des cancers,sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à mettre fin au devoir conjugal,proposition de loi visant à mettre fin au devoir conjugal,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à moderniser la gestion du patrimoine immobilier de l'état,proposition de loi visant à moderniser la gestion du patrimoine immobilier de l'État,finances_fiscalite,Finances publiques & fiscalité
proposition de loi visant à modifier la définition pénale du viol et des agressions sexuelles,proposition de loi visant à modifier la définition pénale du viol et des agressions sexuelles,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"proposition de loi visant à optimiser la protection et l'accompagnement des parents d'enfants atteints de cancers, de maladies graves et de handicaps","proposition de loi visant à optimiser la protection et l'accompagnement des parents d'enfants atteints de cancers, de maladies graves et de handicaps",solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à permettre aux salariés de certains établissements et services de travailler le 1er mai,proposition de loi visant à permettre aux salariés de certains établissements et services de travailler le 1er mai,travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à permettre l'élection du maire d'une commune nouvelle en cas de conseil municipal incomplet,proposition de loi visant à permettre l'élection du maire d'une commune nouvelle en cas de conseil municipal incomplet,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à permettre le remboursement des frais d'expertise comptable aux candidats,proposition de loi visant à permettre le remboursement des frais d'expertise comptable aux candidats,vie_politique_procedure,Vie politique & procédure institutionnelle
proposition de loi visant à prendre des mesures d'urgence contre la vie chère en outre-mer dans le secteur des services,proposition de loi visant à prendre des mesures d'urgence contre la vie chère en outre-mer dans le secteur des services,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à prendre des mesures d'urgence contre la vie chère et à réguler la concentration des acteurs économiques dans les territoires d'outre-mer,proposition de loi visant à prendre des mesures d'urgence contre la vie chère et à réguler la concentration des acteurs économiques dans les territoires d'outre-mer,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à prolonger la dérogation d'usage des titres restaurant pour tout produit alimentaire,proposition de loi visant à prolonger la dérogation d'usage des titres restaurant pour tout produit alimentaire,travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à proroger la loi n° 2017-285 du 6 mars 2017 relative à l'assainissement cadastral et à la résorption du désordre de la propriété,proposition de loi visant à proroger la loi n° 2017-285 du 6 mars 2017 relative à l'assainissement cadastral et à la résorption du désordre de la propriété,logement_urbanisme,Logement & urbanisme
proposition de loi visant à proroger le dispositif d'expérimentation favorisant l'égalité des chances pour l'accès à certaines écoles de service public,proposition de loi visant à proroger le dispositif d'expérimentation favorisant l'égalité des chances pour l'accès à certaines écoles de service public,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
proposition de loi visant à protéger l'alimentation des français et des françaises des contaminations au cadmium,proposition de loi visant à protéger l'alimentation des Français et des Françaises des contaminations au cadmium,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à protéger l'effectivité du droit fondamental d'éligibilité,proposition de loi visant à  protéger l'effectivité du droit fondamental d'éligibilité,vie_politique_procedure,Vie politique & procédure institutionnelle
proposition de loi visant à protéger la population des risques liés aux substances perfluoroalkylées et polyfluoroalkylées,proposition de loi visant à protéger la population des risques liés aux substances perfluoroalkylées et polyfluoroalkylées,ecologie_energie_climat,"Écologie, énergie & climat"
proposition de loi visant à protéger les enfants et à lutter contre les violences en milieu scolaire,proposition de loi visant à protéger les enfants et à lutter contre les violences en milieu scolaire,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
proposition de loi visant à protéger les mineurs des risques auxquels les expose l'utilisation des réseaux sociaux,proposition de loi visant à protéger les mineurs des risques auxquels les expose l'utilisation des réseaux sociaux,numerique_medias_culture,"Numérique, médias & culture"
proposition de loi visant à protéger les mineurs isolés et à lutter contre le sans-abrisme,proposition de loi visant à protéger les mineurs isolés et à lutter contre le sans-abrisme,solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à protéger les personnes engagées dans un projet parental des discriminations au travail,proposition de loi visant à protéger les personnes engagées dans un projet parental des discriminations au travail,travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à préserver les droits des victimes dont la plainte est classée sans suite,proposition de loi visant à préserver les droits des victimes dont la plainte est classée sans suite,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à prévenir le mal-être et le risque suicidaire dans le monde agricole,proposition de loi visant à prévenir le mal-être et le risque suicidaire dans le monde agricole,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à prévenir les litiges relatifs aux obligations de décence énergétique et à sécuriser leur application en copropriété,proposition de loi visant à prévenir les litiges relatifs aux obligations de décence énergétique et à sécuriser leur application en copropriété,logement_urbanisme,Logement & urbanisme
proposition de loi visant à reconnaître la responsabilité de l'état et à indemniser les victimes du chlordécone,proposition de loi visant à reconnaître la responsabilité de l'État et à indemniser les victimes du chlordécone,sante_fin_de_vie,Santé & fin de vie
"proposition de loi visant à reconnaître le préjudice subi par les personnes condamnées sur le fondement de la législation pénalisant l'avortement, et par toutes les femmes, avant la loi n° 75-17 du 17 janvier 1975 relative à l'interruption volontaire de grossesse","proposition de loi visant à reconnaître le préjudice subi par les personnes condamnées sur le fondement de la législation pénalisant l'avortement, et par toutes les femmes, avant la loi n° 75-17 du 17 janvier 1975 relative à l'interruption volontaire de grossesse",solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à reconnaître les victimes de l'exposition aux essais nucléaires français et à améliorer leur indemnisation,proposition de loi visant à reconnaître les victimes de l'exposition aux essais nucléaires français et à améliorer leur indemnisation,solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à reconnaître une politique nationale d'adaptation au changement climatique et à adapter les mécanismes d'assurance,proposition de loi visant à reconnaître une politique nationale d'adaptation au changement climatique et à adapter les mécanismes d'assurance,ecologie_energie_climat,"Écologie, énergie & climat"
"proposition de loi visant à reconnaître une présomption de légitime défense pour les forces de l'ordre, dans l'exercice de leurs fonctions","proposition de loi visant à reconnaître une présomption de légitime défense pour les forces de l'ordre, dans l'exercice de leurs fonctions",securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à relancer les investissements dans le secteur de l'hydroélectricité pour contribuer à la transition énergétique,proposition de loi visant à relancer les investissements dans le secteur de l’hydroélectricité pour contribuer à la transition énergétique,ecologie_energie_climat,"Écologie, énergie & climat"
proposition de loi visant à rendre accessible à tous les étudiants le repas à 1 euro,proposition de loi visant à rendre accessible à tous les étudiants le repas à 1 euro,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
proposition de loi visant à rendre systématique l'information du consommateur sur l'origine des denrées alimentaires par le moyen de l'étiquetage,proposition de loi visant à rendre systématique l'information du consommateur sur l'origine des denrées alimentaires par le moyen de l'étiquetage,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à renforcer l'autorité de la justice à l'égard des mineurs délinquants et de leurs parents,proposition de loi visant à renforcer l'autorité de la justice à l'égard des mineurs délinquants et de leurs parents,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à renforcer l'effectivité des droits voisins des éditeurs et des agences de presse,proposition de loi visant à renforcer l'effectivité des droits voisins des éditeurs et des agences de presse,numerique_medias_culture,"Numérique, médias & culture"
proposition de loi visant à renforcer l'enseignement de la défense nationale dans le cadre du parcours de citoyenneté,proposition de loi visant à renforcer l'enseignement de la défense nationale dans le cadre du parcours de citoyenneté,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
proposition de loi visant à renforcer la démographie professionnelle des orthophonistes,proposition de loi visant à renforcer la démographie professionnelle des orthophonistes,sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à renforcer la lutte contre les violences sexuelles et sexistes,proposition de loi visant à renforcer la lutte contre les violences sexuelles et sexistes,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à renforcer la place des agriculteurs dans l'aménagement du territoire et à sécuriser l'exercice des activités agricoles face au changement climatique,proposition de loi visant à renforcer la place des agriculteurs dans l'aménagement du territoire et à sécuriser l'exercice des activités agricoles face au changement climatique,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à renforcer la pénalisation de l'organisation de rave-parties,proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à renforcer la solidarité envers les retraités pauvres,proposition de loi visant à renforcer la solidarité envers les retraités pauvres,solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à renforcer la stabilité économique et la compétitivité du secteur agroalimentaire,proposition de loi visant à renforcer la stabilité économique et la compétitivité du secteur agroalimentaire,agriculture_alimentation,Agriculture & alimentation
proposition de loi visant à renforcer la sécurité des professionnels de santé,proposition de loi visant à renforcer la sécurité des professionnels de santé,sante_fin_de_vie,Santé & fin de vie
"proposition de loi visant à renforcer la sécurité, la rétention administrative et la prévention des risques d'attentat","proposition de loi visant à renforcer la sécurité, la rétention administrative et la prévention des risques d'attentat",securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à renforcer le contrôle du parlement en période d'expédition des affaires courantes,proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes,vie_politique_procedure,Vie politique & procédure institutionnelle
"proposition de loi visant à renforcer le contrôle, la gouvernance et la responsabilité financière des opérateurs de l'etat","proposition de loi visant à renforcer le contrôle, la gouvernance et la responsabilité financière des opérateurs de l'Etat",finances_fiscalite,Finances publiques & fiscalité
proposition de loi visant à renforcer le parcours inclusif des enfants à besoins éducatifs particuliers,proposition de loi visant à renforcer le parcours inclusif des enfants à besoins éducatifs particuliers,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
proposition de loi visant à renforcer les conditions d'accès à la nationalité française à mayotte,proposition de loi visant à renforcer les conditions d'accès à la nationalité française à Mayotte,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à renforcer les outils de régulation des meublés de tourisme à l'échelle locale,proposition de loi visant à renforcer les outils de régulation des meublés de tourisme à l'échelle locale,logement_urbanisme,Logement & urbanisme
proposition de loi visant à renforcer les prérogatives des officiers de l'état-civil et du ministère public pour lutter contre les mariages simulés ou arrangés,proposition de loi visant à renforcer les prérogatives des officiers de l'état-civil et du ministère public pour lutter contre les mariages simulés ou arrangés,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à restaurer l'autorité de l'état,proposition de loi visant à restaurer l’autorité de l’État,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à restaurer l'autorité de la justice à l'égard des mineurs délinquants et de leurs parents,proposition de loi visant à restaurer l'autorité de la justice à l'égard des mineurs délinquants et de leurs parents,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à restaurer un système de retraite plus juste en annulant les dernières réformes portant sur l'âge de départ et le nombre d'annuités,proposition de loi visant à restaurer un système de retraite plus juste en annulant les dernières réformes portant sur l’âge de départ et le nombre d’annuités,solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à restreindre la vente de protoxyde d'azote aux seuls professionnels et à renforcer les actions de prévention sur les consommations détournées,proposition de loi visant à restreindre la vente de protoxyde d’azote aux seuls professionnels et à renforcer les actions de prévention sur les consommations détournées,sante_fin_de_vie,Santé & fin de vie
proposition de loi visant à réduire et à encadrer les frais bancaires sur succession,proposition de loi visant à réduire et à encadrer les frais bancaires sur succession,finances_fiscalite,Finances publiques & fiscalité
proposition de loi visant à réduire l'impact environnemental de l'industrie textile,proposition de loi visant à réduire l’impact environnemental de l’industrie textile,ecologie_energie_climat,"Écologie, énergie & climat"
proposition de loi visant à réduire les contraintes énergétiques pesant sur l'offre locative et à juguler leurs effets sur la crise du logement,proposition de loi visant à réduire les contraintes énergétiques pesant sur l’offre locative et à juguler leurs effets sur la crise du logement,logement_urbanisme,Logement & urbanisme
proposition de loi visant à réformer le mode d'élection des membres du conseil de paris et des conseils municipaux de lyon et de marseille,proposition de loi visant à réformer le mode d’élection des membres du conseil de Paris et des conseils municipaux de Lyon et de Marseille,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à réformer le mode d'élection des membres du conseil de paris et des conseils municipaux de lyon et marseille,proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à réformer le mode d'élection du conseil de paris et des conseils municipaux de lyon et marseille,proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à réformer les bourses sur critères sociaux et à lutter contre la précarité étudiante,proposition de loi visant à réformer les bourses sur critères sociaux et à lutter contre la précarité étudiante,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
proposition de loi visant à réparer les préjudices causés par la transplantation de mineurs de la réunion en france hexagonale de 1962 à 1984,proposition de loi visant à réparer les préjudices causés par la transplantation de mineurs de La Réunion en France hexagonale de 1962 à 1984,solidarites_droits_sociaux,Solidarités & droits sociaux
proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques,proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques,travail_economie_entreprises,"Travail, économie & entreprises"
proposition de loi visant à simplifier la sortie de l'indivision et la gestion des successions vacantes,proposition de loi visant à simplifier la sortie de l'indivision et la gestion des successions vacantes,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à simplifier la sortie de l'indivison successorale,proposition de loi visant à simplifier la sortie de l'indivison successorale,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique,proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
proposition de loi visant à sortir la france du piège du narcotrafic,proposition de loi visant à sortir la France du piège du narcotrafic,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à soutenir les collectivités territoriales dans la prévention et la gestion des inondations,proposition de loi visant à soutenir les collectivités territoriales dans la prévention et la gestion des inondations,ecologie_energie_climat,"Écologie, énergie & climat"
proposition de loi visant à sécuriser le mécanisme de purge des nullités,proposition de loi visant à sécuriser le mécanisme de purge des nullités,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à valoriser la réserve communale de sécurité civile,proposition de loi visant à valoriser la réserve communale de sécurité civile,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de loi visant à étendre à toutes les communes la compensation financière prévue pour les communes de plus de 3 500 habitants pour l'exercice de l'ensemble des compétences du service public de la petite enfance,proposition de loi visant à étendre à toutes les communes la compensation financière prévue pour les communes de plus de 3 500 habitants pour l'exercice de l'ensemble des compétences du service public de la petite enfance,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
proposition de loi élargissant la possibilité pour les collectivités territoriales et leurs groupements d'avoir recours au modèle de la société portuaire pour l'exploitation de leurs ports,proposition de loi élargissant la possibilité pour les collectivités territoriales et leurs groupements d'avoir recours au modèle de la société portuaire pour l'exploitation de leurs ports,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
"proposition de loi, adoptée par le sénat, pour améliorer la prise en charge de la sclérose latérale amyotrophique et d'autres maladies évolutives graves","proposition de loi, adoptée par le Sénat, pour améliorer la prise en charge de la sclérose latérale amyotrophique et d'autres maladies évolutives graves",sante_fin_de_vie,Santé & fin de vie
"proposition de loi, adoptée par le sénat, relative à l'instauration d'un nombre minimum de soignants par patient hospitalisé","proposition de loi, adoptée par le Sénat, relative à l'instauration d'un nombre minimum de soignants par patient hospitalisé",sante_fin_de_vie,Santé & fin de vie
proposition de résolution européenne appelant au renforcement du soutien à l'ukraine,proposition de résolution européenne appelant au renforcement du soutien à l'Ukraine,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
proposition de résolution européenne appelant à la libération immédiate et inconditionnelle de boualem sansal,proposition de résolution européenne appelant à la libération immédiate et inconditionnelle de Boualem Sansal,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
"proposition de résolution européenne appelant à la préservation des principes démocratiques, des libertés publiques et de l'état de droit en turquie","proposition de résolution européenne appelant à la préservation des principes démocratiques, des libertés publiques et de l’État de droit en Turquie",defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
proposition de résolution européenne appelant à la régulation des réseaux sociaux face aux ingérences étrangères,proposition de résolution européenne appelant à la régulation des réseaux sociaux face aux ingérences étrangères,numerique_medias_culture,"Numérique, médias & culture"
"proposition de résolution européenne relative à l'adoption et à la mise en oeuvre d'exigences à l'importation pour le respect de normes de production équivalentes aux normes de production essentielles, en matière de santé, d'environnement, de biodiversité et de bien-être animal applicables dans l'union européenne","proposition de résolution européenne relative à l’adoption et à la mise en œuvre d’exigences à l’importation pour le respect de normes de production équivalentes aux normes de production essentielles, en matière de santé, d’environnement, de biodiversité et de bien-être animal applicables dans l’Union européenne",agriculture_alimentation,Agriculture & alimentation
"proposition de résolution européenne relative à la mise en oeuvre du protocole de l'organisation mondiale de la santé pour ""lutter contre le commerce illicite de tabac""","proposition de résolution européenne relative à la mise en oeuvre du Protocole de l'Organisation mondiale de la Santé pour ""lutter contre le commerce illicite de tabac""",sante_fin_de_vie,Santé & fin de vie
proposition de résolution européenne visant à condamner la dérive illibérale et autoritaire du gouvernement géorgien et à réaffirmer notre soutien au destin européen de la géorgie,proposition de résolution européenne visant à condamner la dérive illibérale et autoritaire du gouvernement géorgien et à réaffirmer notre soutien au destin européen de la Géorgie,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
proposition de résolution européenne visant à inscrire la mouvance des frères musulmans sur la liste européenne des organisations terroristes,proposition de résolution européenne visant à inscrire la mouvance des frères musulmans sur la liste européenne des organisations terroristes,securite_justice_ordre_public,"Sécurité, justice & ordre public"
proposition de résolution européenne visant à refuser la ratification de l'accord commercial entre l'union européenne et le mercosur,proposition de résolution européenne visant à refuser la ratification de l'accord commercial entre l'Union européenne et le Mercosur,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
proposition de résolution européenne visant à rejeter le projet d'accord sur les droits de douane et le commerce du 27 juillet 2025 entre l'union européenne et les états-unis,proposition de résolution européenne visant à rejeter le projet d’accord sur les droits de douane et le commerce du 27 juillet 2025 entre l’Union européenne et les États-Unis,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
proposition de résolution européenne visant à réaffirmer l'ambition climatique de la france au niveau européen,proposition de résolution européenne visant à réaffirmer l’ambition climatique de la France au niveau européen,ecologie_energie_climat,"Écologie, énergie & climat"
proposition de résolution européenne visant à sauvegarder et renforcer le financement en faveur de la lutte contre le virus de l'immunodéficience humaine,proposition de résolution européenne visant à sauvegarder et renforcer le financement en faveur de la lutte contre le virus de l'immunodéficience humaine,sante_fin_de_vie,Santé & fin de vie
proposition de résolution européenne visant à soutenir le danemark et le groenland et à oeuvrer en faveur d'une plus grande coopération en matière de défense,proposition de résolution européenne visant à soutenir le Danemark et le Groenland et à œuvrer en faveur d'une plus grande coopération en matière de défense,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
